technical_match_ratio,technical_partial_ratio,technical_missing_ratio,mandatory_requirement_compliance,document_completeness,required_documents_present,required_documents_missing,evidence_coverage,specification_match_score,specification_conflict_count,experience_years,relevant_experience_score,delivery_days,delivery_compliance,quoted_price,price_score,standards_coverage,high_risk_requirement_count,missing_evidence_count,conflict_count,compliance_class
0.31,0.254,0.436,0,0.224,1,4,0.185,31.0,6,2,18,82,0,11036.7,77.9,0.141,3,8,7,0
0.943,0.027,0.03,1,1.0,5,0,0.917,94.3,0,8,74,50,1,40931.64,18.1,0.838,0,0,0,3
0.408,0.239,0.353,0,0.524,2,3,0.512,40.8,5,2,26,76,0,19432.95,61.1,0.497,2,4,5,0
0.748,0.194,0.058,1,0.83,4,1,0.664,74.8,0,7,80,19,1,14570.18,70.9,0.632,1,3,2,3
0.883,0.076,0.04,1,0.937,4,1,0.937,88.3,0,7,81,54,1,19628.0,60.7,0.943,0,0,0,3
0.254,0.061,0.685,0,0.397,1,4,0.333,25.4,10,4,33,37,0,15794.81,68.4,0.165,3,6,10,0
0.794,0.086,0.119,1,0.609,3,2,0.535,79.4,1,6,67,9,1,17890.68,64.2,0.788,1,4,3,2
0.66,0.207,0.134,1,0.607,3,2,0.493,66.0,2,8,79,59,1,16689.82,66.6,0.71,1,5,3,1
0.968,0.0,0.035,1,1.0,5,0,0.806,96.8,0,8,86,18,1,35829.61,28.3,0.771,0,1,2,3
0.904,0.062,0.034,1,0.829,4,1,0.791,90.4,0,3,27,64,1,44999.53,10.0,0.876,0,2,2,3
0.447,0.398,0.155,1,0.38,1,4,0.33,44.7,2,1,6,63,0,19293.48,61.4,0.247,2,6,4,1
0.892,0.0,0.127,0,1.0,5,0,0.957,89.2,1,10,97,51,1,19950.13,60.1,0.783,0,0,1,1
0.399,0.356,0.245,1,0.388,1,4,0.315,39.9,3,0,12,11,1,23268.43,53.5,0.394,3,6,4,1
0.833,0.136,0.031,1,0.881,4,1,0.863,83.3,0,12,100,51,1,16905.93,66.2,0.928,0,1,0,3
0.833,0.135,0.032,1,0.957,4,1,0.947,83.3,0,10,100,66,1,33858.46,32.3,0.651,0,0,1,3
0.879,0.046,0.075,1,0.697,3,2,0.616,87.9,1,13,100,21,1,18856.69,62.3,0.964,0,3,2,3
0.879,0.007,0.114,1,0.751,3,2,0.669,87.9,1,8,98,14,1,15229.64,69.5,0.694,0,3,3,3
0.959,0.0,0.043,1,0.855,4,1,0.849,95.9,0,14,100,62,1,39910.3,20.2,1.0,0,1,2,3
0.475,0.247,0.278,0,0.524,2,3,0.522,47.5,4,4,56,23,1,34003.39,32.0,0.431,2,4,6,0
0.832,0.144,0.024,1,0.92,4,1,0.781,83.2,0,13,100,87,1,20694.49,58.6,0.802,0,2,0,3
0.604,0.395,0.001,1,0.774,3,2,0.655,60.4,0,7,83,48,1,18041.75,63.9,0.658,1,3,2,2
0.171,0.514,0.315,0,0.236,1,4,0.195,17.1,4,2,11,7,1,5673.67,88.7,0.2,4,8,4,0
0.602,0.023,0.376,1,0.633,3,2,0.551,60.2,5,4,49,59,0,18964.46,62.1,0.599,1,4,6,1
0.667,0.202,0.131,1,0.556,2,3,0.449,66.7,1,0,6,28,1,31669.26,36.7,0.552,1,5,2,2
0.731,0.182,0.087,1,0.834,4,1,0.715,73.1,1,9,86,32,1,32313.96,35.4,0.657,1,2,3,3
0.749,0.22,0.031,1,0.624,3,2,0.54,74.9,0,14,100,74,1,17381.05,65.2,0.813,1,4,2,2
0.331,0.345,0.324,0,0.44,2,3,0.383,33.1,4,1,24,55,0,13086.42,73.8,0.215,3,6,6,0
0.051,0.266,0.683,0,0.018,0,5,0.016,5.1,10,0,-1,46,0,8391.88,83.2,0.0,4,9,10,0
0.301,0.381,0.319,1,0.19,0,5,0.177,30.1,4,0,-6,19,1,20565.73,58.9,0.191,3,8,6,0
0.845,0.128,0.027,1,1.0,5,0,0.961,84.5,0,10,100,60,1,24765.95,50.5,0.843,0,0,2,3
0.813,0.162,0.025,1,0.846,4,1,0.838,81.3,0,8,94,23,1,25038.85,49.9,0.702,0,1,1,3
0.821,0.154,0.026,1,0.824,4,1,0.72,82.1,0,10,91,21,1,40001.43,20.0,0.759,0,2,0,3
0.819,0.052,0.129,1,0.942,4,1,0.79,81.9,1,8,75,58,1,13933.16,72.1,0.654,0,2,1,3
0.731,0.187,0.082,1,0.724,3,2,0.652,73.1,1,3,38,49,1,30974.93,38.1,0.534,1,3,2,2
0.888,0.101,0.012,1,0.969,4,1,0.934,88.8,0,3,36,46,1,16808.41,66.4,0.839,0,0,0,3
0.836,0.124,0.04,1,0.857,4,1,0.754,83.6,0,13,100,26,1,38700.33,22.6,0.823,0,2,2,3
0.9,0.096,0.004,1,0.825,4,1,0.815,90.0,0,9,98,57,1,15425.49,69.1,0.903,0,1,1,3
0.686,0.268,0.046,1,0.735,3,2,0.637,68.6,0,14,100,75,1,11708.83,76.6,0.721,1,3,0,3
0.806,0.144,0.05,1,0.755,3,2,0.747,80.6,0,6,71,13,1,25807.05,48.4,0.665,0,2,0,3
0.82,0.166,0.014,1,0.731,3,2,0.648,82.0,0,10,100,68,1,33154.53,33.7,0.674,0,3,0,3
0.161,0.17,0.669,0,0.131,0,5,0.113,16.1,10,2,12,16,1,12751.85,74.5,0.183,4,8,12,0
0.807,0.171,0.022,1,0.676,3,2,0.666,80.7,0,11,100,26,1,24976.11,50.0,0.794,0,3,2,3
0.306,0.304,0.39,0,0.376,1,4,0.354,30.6,5,0,16,65,0,24941.71,50.1,0.366,3,6,6,0
0.062,0.166,0.772,0,0.215,1,4,0.181,6.2,11,3,21,36,0,15201.68,69.6,0.0,4,8,12,1
0.908,0.045,0.047,1,0.797,3,2,0.753,90.8,0,12,100,54,1,38274.81,23.5,0.858,0,2,1,3
0.656,0.219,0.125,1,0.801,4,1,0.771,65.6,1,0,16,32,0,34906.56,30.2,0.525,1,2,3,2
0.81,0.159,0.031,1,0.938,4,1,0.759,81.0,0,3,44,75,1,11928.63,76.1,0.884,0,2,2,3
0.665,0.246,0.09,1,0.613,3,2,0.532,66.5,1,8,88,42,1,33317.76,33.4,0.628,1,4,2,2
0.823,0.066,0.111,1,0.65,3,2,0.568,82.3,1,8,80,45,1,16721.34,66.6,0.733,0,4,1,3
0.836,0.096,0.068,1,0.736,3,2,0.692,83.6,1,10,93,43,1,29599.68,40.8,0.762,0,3,2,3
0.92,0.07,0.01,1,0.956,4,1,0.843,92.0,0,8,93,74,1,22351.03,55.3,0.804,0,1,2,3
0.164,0.074,0.762,0,0.17,0,5,0.163,16.4,11,1,6,73,0,17211.89,65.6,0.169,4,8,11,0
0.424,0.401,0.175,1,0.438,2,3,0.382,42.4,2,1,19,31,0,30702.92,38.6,0.289,2,6,4,1
0.926,0.055,0.019,1,0.835,4,1,0.707,92.6,0,7,88,15,1,17717.43,64.6,0.975,0,2,0,3
0.838,0.029,0.133,1,0.823,4,1,0.727,83.8,1,8,78,35,1,21479.73,57.0,0.762,0,2,3,3
0.496,0.275,0.229,1,0.641,3,2,0.581,49.6,3,0,19,87,0,20355.02,59.3,0.515,2,4,4,1
0.254,0.155,0.591,0,0.139,0,5,0.12,25.4,8,2,31,21,1,16240.86,67.5,0.225,3,8,10,0
0.826,0.043,0.131,1,0.791,3,2,0.752,82.6,1,4,31,19,1,31763.17,36.5,0.816,0,2,1,3
0.242,0.399,0.359,0,0.099,0,5,0.093,24.2,5,4,34,32,0,18435.12,63.1,0.104,3,9,7,0
0.605,0.276,0.119,1,0.595,2,3,0.543,60.5,1,13,100,22,1,10249.47,79.5,0.622,1,4,1,2
0.964,0.0,0.042,1,0.958,4,1,0.831,96.4,0,9,93,35,1,21420.48,57.2,1.0,0,1,0,3
0.623,0.319,0.058,1,0.783,3,2,0.659,62.3,0,8,81,63,1,28577.04,42.8,0.677,1,3,1,2
0.89,0.084,0.026,1,1.0,5,0,0.846,89.0,0,13,100,73,1,22703.9,54.6,0.795,0,1,0,3
0.148,0.32,0.532,0,0.211,1,4,0.198,14.8,7,2,11,68,0,17634.88,64.7,0.06,4,8,9,0
0.041,0.634,0.324,0,0.012,0,5,0.011,4.1,4,1,19,87,0,5219.42,89.6,0.0,4,9,4,0
0.565,0.231,0.204,0,0.428,2,3,0.365,56.5,3,2,30,70,0,29357.57,41.3,0.621,2,6,5,0
0.861,0.118,0.021,1,0.946,4,1,0.83,86.1,0,11,100,65,1,45152.98,9.7,0.922,0,1,2,3
0.767,0.145,0.088,1,0.745,3,2,0.663,76.7,1,3,49,44,1,23331.28,53.3,0.758,1,3,2,2
0.511,0.141,0.348,1,0.423,2,3,0.394,51.1,5,1,6,59,0,30373.49,39.3,0.545,2,6,7,1
0.335,0.355,0.31,0,0.308,1,4,0.249,33.5,4,4,50,41,0,30608.17,38.8,0.324,3,7,6,0
0.886,0.104,0.01,1,0.891,4,1,0.844,88.6,0,10,100,24,1,44570.5,10.9,0.76,0,1,2,3
0.038,0.163,0.799,0,0.137,0,5,0.132,3.8,11,2,22,41,0,13567.43,72.9,0.0,4,8,12,0
0.978,0.0,0.042,1,0.941,4,1,0.755,97.8,0,5,61,44,1,15600.24,68.8,1.0,0,2,0,3
0.353,0.393,0.253,0,0.528,2,3,0.467,35.3,3,1,18,31,0,11733.21,76.5,0.345,3,5,3,0
0.642,0.272,0.087,1,0.789,3,2,0.691,64.2,1,9,100,75,1,25826.82,48.3,0.582,1,3,2,2
0.858,0.073,0.069,1,0.86,4,1,0.851,85.8,1,4,56,61,1,31591.04,36.8,0.691,0,1,1,3
0.616,0.287,0.097,1,0.444,2,3,0.405,61.6,1,9,83,71,1,14483.9,71.0,0.628,1,5,1,2
0.851,0.123,0.025,0,0.963,4,1,0.888,85.1,0,14,100,26,1,34023.0,32.0,0.812,0,1,2,1
0.646,0.268,0.086,1,0.815,4,1,0.747,64.6,1,8,89,14,1,11663.19,76.7,0.515,1,2,3,2
0.674,0.223,0.104,1,0.675,3,2,0.671,67.4,1,7,82,79,1,34930.95,30.1,0.483,1,3,3,2
0.892,0.038,0.07,1,0.717,3,2,0.622,89.2,1,7,82,18,1,30424.35,39.2,0.948,0,3,3,3
0.154,0.51,0.336,0,0.046,0,5,0.041,15.4,5,1,19,21,1,7209.13,85.6,0.246,4,9,6,0
0.888,0.098,0.014,1,1.0,5,0,0.865,88.8,0,10,100,16,1,23976.21,52.0,0.795,0,1,0,3
0.084,0.211,0.705,0,0.021,0,5,0.021,8.4,10,1,22,17,1,13451.13,73.1,0.125,4,9,12,0
0.752,0.227,0.022,1,0.661,3,2,0.593,75.2,0,3,42,63,1,27879.66,44.2,0.636,1,4,0,2
0.439,0.297,0.264,1,0.505,2,3,0.424,43.9,3,4,46,38,0,32237.98,35.5,0.35,2,5,5,1
0.822,0.104,0.074,1,0.958,4,1,0.835,82.2,1,4,45,61,1,27463.27,45.1,0.747,0,1,3,3
0.978,0.0,0.041,1,0.982,4,1,0.93,97.8,0,8,73,45,1,47631.3,4.7,1.0,0,0,1,3
0.342,0.275,0.383,0,0.338,1,4,0.298,34.2,5,4,35,78,0,13381.49,73.2,0.253,3,7,6,0
0.676,0.0,0.368,0,0.767,3,2,0.702,67.6,5,3,44,47,0,16316.15,67.4,0.632,1,2,5,0
0.826,0.081,0.094,1,0.647,3,2,0.566,82.6,1,8,73,7,1,18780.48,62.4,0.654,0,4,1,3
0.808,0.177,0.015,1,0.691,3,2,0.586,80.8,0,9,84,34,1,41620.15,16.8,0.654,0,4,2,3
0.779,0.071,0.15,1,0.738,3,2,0.713,77.9,2,13,100,27,1,11136.31,77.7,0.773,1,2,2,3
0.74,0.143,0.116,1,0.791,3,2,0.677,74.0,1,6,58,60,1,34909.96,30.2,0.779,1,3,1,2
0.434,0.326,0.24,1,0.6,3,2,0.503,43.4,3,3,20,48,0,19802.34,60.4,0.46,2,4,5,1
0.847,0.119,0.034,1,0.874,4,1,0.861,84.7,0,8,87,43,1,41229.91,17.5,0.777,0,1,1,3
0.467,0.345,0.188,0,0.385,1,4,0.311,46.7,2,3,46,23,1,26334.59,47.3,0.325,2,6,4,0
0.78,0.144,0.076,1,0.945,4,1,0.82,78.0,1,6,75,38,1,23575.54,52.8,0.684,1,1,1,3
0.856,0.137,0.007,1,0.781,3,2,0.757,85.6,0,4,45,46,1,33935.1,32.1,0.951,0,2,1,3
0.66,0.316,0.025,1,0.744,3,2,0.635,66.0,0,11,100,73,1,16166.47,67.7,0.601,1,3,2,2
0.951,0.02,0.029,1,1.0,5,0,0.963,95.1,0,13,100,21,1,31183.69,37.6,1.0,0,0,1,3
0.857,0.09,0.054,1,0.775,3,2,0.666,85.7,0,8,94,72,1,14615.81,70.8,0.759,0,3,0,3
0.824,0.139,0.037,1,0.837,4,1,0.717,82.4,0,12,100,58,1,40685.91,18.6,0.814,0,2,2,3
0.442,0.444,0.114,0,0.248,1,4,0.227,44.2,1,3,22,29,1,27492.25,45.0,0.365,2,7,1,0
0.817,0.171,0.013,1,0.929,4,1,0.761,81.7,0,9,84,62,1,18225.88,63.5,0.792,0,2,0,3
0.957,0.008,0.035,1,1.0,5,0,0.973,95.7,0,12,100,78,1,25372.52,49.3,1.0,0,0,2,3
0.852,0.1,0.048,1,0.824,4,1,0.717,85.2,0,6,74,82,1,33325.53,33.3,0.717,0,2,2,3
0.641,0.255,0.103,1,0.739,3,2,0.603,64.1,1,10,100,53,1,11294.65,77.4,0.609,1,3,3,2
0.872,0.083,0.046,1,0.898,4,1,0.751,87.2,0,8,98,33,1,42352.7,15.3,0.754,0,2,0,3
0.272,0.39,0.338,0,0.312,1,4,0.308,27.2,5,3,25,76,0,14812.4,70.4,0.257,3,6,6,0
0.969,0.02,0.011,1,0.865,4,1,0.78,96.9,0,13,100,41,1,17688.11,64.6,0.875,0,2,2,3
0.85,0.028,0.122,1,0.799,3,2,0.68,85.0,1,5,43,19,1,23291.53,53.4,0.811,0,3,1,3
0.415,0.318,0.267,0,0.578,2,3,0.481,41.5,4,3,32,72,0,23926.01,52.1,0.285,2,5,5,0
0.887,0.079,0.033,1,1.0,5,0,0.983,88.7,0,11,100,36,1,28809.95,42.4,0.847,0,0,1,3
0.819,0.057,0.124,1,0.953,4,1,0.865,81.9,1,14,100,29,1,22511.93,55.0,0.75,0,1,2,3
0.682,0.182,0.135,1,0.836,4,1,0.762,68.2,2,13,100,23,1,27417.38,45.2,0.58,1,2,3,3
0.643,0.011,0.346,1,0.496,2,3,0.435,64.3,5,2,22,9,1,34940.57,30.1,0.5,1,5,7,1
0.691,0.279,0.03,1,0.846,4,1,0.748,69.1,0,11,100,31,1,29930.28,40.1,0.709,1,2,2,3
0.622,0.262,0.116,0,0.556,2,3,0.454,62.2,1,2,30,27,1,33706.29,32.6,0.513,1,5,3,0
0.411,0.478,0.111,1,0.297,1,4,0.262,41.1,1,1,2,65,0,24581.31,50.8,0.214,2,7,3,1
0.316,0.407,0.277,0,0.506,2,3,0.46,31.6,4,2,36,85,0,16787.3,66.4,0.387,3,5,6,0
0.615,0.321,0.064,1,0.737,3,2,0.623,61.5,0,10,94,86,1,14831.24,70.3,0.43,1,3,0,3
0.412,0.389,0.2,1,0.56,2,3,0.533,41.2,2,2,24,53,0,23248.51,53.5,0.26,2,4,2,1
0.952,0.04,0.008,1,0.812,4,1,0.693,95.2,0,8,85,24,1,16983.82,66.0,0.762,0,3,1,3
0.658,0.246,0.096,1,0.812,4,1,0.796,65.8,1,9,98,25,1,26202.63,47.6,0.721,1,2,1,3
0.218,0.429,0.353,0,0.281,1,4,0.255,21.8,5,1,3,50,0,6218.44,87.6,0.316,3,7,6,0
0.995,0.0,0.04,1,1.0,5,0,0.916,99.5,0,5,60,38,1,36678.65,26.6,0.919,0,0,0,3
0.526,0.119,0.355,0,0.699,3,2,0.656,52.6,5,2,32,10,1,25079.8,49.8,0.483,2,3,5,0
0.748,0.223,0.029,1,0.86,4,1,0.824,74.8,0,10,93,25,1,13148.88,73.7,0.841,1,1,1,3
0.865,0.101,0.034,1,0.903,4,1,0.831,86.5,0,14,100,36,1,28233.53,43.5,0.708,0,1,1,3
0.67,0.236,0.094,1,0.557,2,3,0.453,67.0,1,8,94,33,1,28353.78,43.3,0.572,1,5,1,2
0.866,0.11,0.023,1,0.672,3,2,0.548,86.6,0,6,56,66,1,42210.94,15.6,0.868,0,4,1,3
0.79,0.089,0.121,1,0.912,4,1,0.838,79.0,1,9,100,27,1,11734.85,76.5,0.617,1,1,1,3
0.667,0.111,0.222,0,0.753,3,2,0.646,66.7,3,4,33,62,0,29804.78,40.4,0.67,1,3,4,0
0.859,0.141,0.0,1,0.768,3,2,0.648,85.9,0,10,100,84,1,30482.83,39.0,0.672,0,3,0,3
0.967,0.026,0.006,1,0.818,4,1,0.787,96.7,0,11,100,50,1,37742.58,24.5,0.798,0,2,0,3
0.834,0.148,0.018,0,0.919,4,1,0.801,83.4,0,8,99,38,1,31278.77,37.4,0.921,0,1,2,1
0.626,0.292,0.082,1,0.668,3,2,0.587,62.6,1,10,100,7,1,17872.96,64.3,0.455,1,4,1,2
0.889,0.085,0.027,1,1.0,5,0,0.999,88.9,0,5,40,64,1,31676.14,36.6,0.784,0,0,1,3
0.918,0.047,0.035,1,0.864,4,1,0.819,91.8,0,13,100,82,1,35042.5,29.9,0.795,0,1,0,3
0.898,0.088,0.014,1,0.968,4,1,0.923,89.8,0,7,72,49,1,14906.14,70.2,0.736,0,0,2,3
0.191,0.216,0.593,0,0.026,0,5,0.021,19.1,8,2,21,85,0,13165.17,73.7,0.062,4,9,10,0
0.808,0.167,0.025,1,0.884,4,1,0.752,80.8,0,3,29,71,1,49196.11,1.6,0.772,0,2,1,3
0.815,0.14,0.045,1,1.0,5,0,0.94,81.5,0,14,100,57,1,46896.87,6.2,0.621,0,0,1,3
0.307,0.042,0.651,0,0.377,1,4,0.331,30.7,9,1,10,60,0,13257.08,73.5,0.344,3,6,9,0
0.704,0.174,0.122,1,0.534,2,3,0.445,70.4,1,14,100,73,1,21293.49,57.4,0.61,1,5,3,2
0.353,0.139,0.507,0,0.417,2,3,0.371,35.3,7,0,-1,13,1,14731.48,70.5,0.44,3,6,8,0
0.781,0.132,0.087,1,0.716,3,2,0.591,78.1,1,14,100,10,1,28359.14,43.3,0.643,1,4,1,3
0.779,0.091,0.131,1,0.717,3,2,0.689,77.9,1,6,76,49,1,24146.26,51.7,0.851,1,3,2,2
0.357,0.497,0.145,1,0.396,1,4,0.323,35.7,2,1,15,45,0,22562.27,54.9,0.218,3,6,3,1
0.983,0.0,0.018,1,0.906,4,1,0.76,98.3,0,3,45,12,1,40272.31,19.5,0.795,0,2,0,3
0.774,0.085,0.14,1,0.767,3,2,0.738,77.4,2,13,100,15,1,31846.87,36.3,0.578,1,2,3,3
0.705,0.203,0.092,0,0.552,2,3,0.456,70.5,1,13,100,44,1,15408.32,69.2,0.638,1,5,3,1
0.66,0.301,0.04,1,0.487,2,3,0.411,66.0,0,8,79,31,1,21134.66,57.7,0.464,1,5,2,2
0.833,0.146,0.021,1,0.639,3,2,0.572,83.3,0,8,74,75,1,41729.23,16.5,0.79,0,4,1,3
0.624,0.31,0.066,1,0.498,2,3,0.418,62.4,0,5,45,18,1,19944.84,60.1,0.578,1,5,2,2
0.636,0.221,0.144,1,0.46,2,3,0.375,63.6,2,4,32,15,1,23946.84,52.1,0.724,1,6,4,1
0.964,0.0,0.045,1,0.974,4,1,0.867,96.4,0,13,100,78,1,25381.44,49.2,0.788,0,1,1,3
0.049,0.391,0.559,0,0.0,0,5,0.0,4.9,8,4,40,31,0,7138.35,85.7,0.0,4,10,10,0
0.002,0.363,0.635,0,0.0,0,5,0.0,0.2,9,3,33,73,0,19517.04,61.0,0.0,4,10,9,0
0.196,0.419,0.385,0,0.243,1,4,0.205,19.6,5,4,47,53,0,18836.51,62.3,0.018,4,7,6,0
0.613,0.0,0.398,0,0.763,3,2,0.737,61.3,5,0,8,49,0,34455.52,31.1,0.467,1,2,5,0
0.592,0.182,0.226,1,0.725,3,2,0.697,59.2,3,0,-6,32,0,32253.45,35.5,0.588,2,3,3,1
0.786,0.129,0.085,1,0.839,4,1,0.8,78.6,1,10,100,61,1,33731.83,32.5,0.849,1,2,1,3
0.842,0.141,0.018,1,0.909,4,1,0.815,84.2,0,13,100,85,1,20651.02,58.7,0.783,0,1,2,3
0.663,0.226,0.111,0,0.605,3,2,0.578,66.3,1,8,96,15,1,28618.42,42.8,0.587,1,4,3,0
0.639,0.295,0.066,1,0.804,4,1,0.653,63.9,0,4,54,64,1,10161.61,79.7,0.588,1,3,0,2
0.607,0.305,0.088,1,0.477,2,3,0.427,60.7,1,4,46,41,1,32414.37,35.2,0.466,1,5,3,3
0.235,0.307,0.458,0,0.359,1,4,0.331,23.5,6,2,18,7,1,9911.31,80.2,0.085,3,6,7,0
0.877,0.101,0.022,1,0.915,4,1,0.84,87.7,0,11,100,45,1,40307.51,19.4,0.909,0,1,1,3
0.604,0.342,0.054,1,0.559,2,3,0.544,60.4,0,11,100,10,1,16649.94,66.7,0.504,1,4,0,2
0.799,0.08,0.121,1,0.925,4,1,0.744,79.9,1,12,100,14,1,25962.22,48.1,0.695,1,2,1,3
0.0,0.248,0.752,0,0.0,0,5,0.0,0.0,11,1,27,79,0,16400.08,67.2,0.0,4,10,11,0
0.691,0.016,0.294,1,0.612,3,2,0.585,69.1,4,0,7,26,1,19838.88,60.3,0.53,1,4,6,1
0.773,0.196,0.031,1,0.697,3,2,0.618,77.3,0,6,54,89,1,19957.01,60.1,0.575,1,3,1,2
0.962,0.0,0.041,1,1.0,5,0,0.865,96.2,0,9,93,55,1,38020.07,24.0,0.955,0,1,2,2
0.194,0.451,0.355,0,0.121,0,5,0.117,19.4,5,0,2,83,0,18069.73,63.9,0.23,4,8,6,0
0.82,0.138,0.043,1,0.751,3,2,0.609,82.0,0,10,100,32,1,23524.99,53.0,0.711,0,3,1,3
0.302,0.464,0.234,0,0.375,1,4,0.318,30.2,3,2,29,65,0,30081.12,39.8,0.398,3,6,5,0
0.259,0.129,0.612,0,0.182,0,5,0.176,25.9,9,2,25,77,0,10750.96,78.5,0.109,3,8,9,0
0.657,0.235,0.108,1,0.698,3,2,0.623,65.7,1,5,59,53,1,12635.03,74.7,0.708,1,3,1,2
0.709,0.159,0.132,1,0.554,2,3,0.488,70.9,1,4,44,85,1,34035.42,31.9,0.713,1,5,2,2
0.4,0.218,0.383,0,0.51,2,3,0.448,40.0,5,3,36,19,1,34394.47,31.2,0.31,3,5,6,0
0.508,0.26,0.232,1,0.51,2,3,0.46,50.8,3,2,31,8,1,11834.1,76.3,0.507,2,5,4,1
0.727,0.156,0.118,1,0.855,4,1,0.795,72.7,1,13,100,86,1,16416.18,67.2,0.752,1,2,1,3
0.538,0.063,0.399,1,0.707,3,2,0.614,53.8,5,4,37,79,0,20467.38,59.1,0.404,2,3,5,2
0.684,0.192,0.123,1,0.778,3,2,0.758,68.4,1,3,20,7,1,12978.52,74.0,0.638,1,2,3,2
0.549,0.136,0.316,0,0.363,1,4,0.362,54.9,4,1,9,62,0,25616.6,48.8,0.373,2,6,5,0
0.806,0.072,0.122,1,0.915,4,1,0.855,80.6,1,12,100,64,1,10942.44,78.1,0.848,0,1,2,3
0.684,0.199,0.117,1,0.643,3,2,0.626,68.4,1,7,85,84,1,31469.04,37.1,0.582,1,3,1,2
0.007,0.241,0.752,0,0.204,1,4,0.202,0.7,11,2,31,69,0,5921.38,88.2,0.0,4,7,11,0
0.893,0.0,0.121,1,0.908,4,1,0.879,89.3,1,4,52,23,1,17865.72,64.3,0.895,0,1,2,3
0.944,0.042,0.014,1,0.874,4,1,0.703,94.4,0,3,39,76,1,17724.98,64.6,1.0,0,2,1,3
0.834,0.124,0.043,1,0.639,3,2,0.577,83.4,0,6,59,70,1,46822.07,6.4,0.88,0,4,0,3
0.414,0.4,0.187,0,0.371,1,4,0.337,41.4,2,2,11,16,1,14856.84,70.3,0.348,2,6,4,0
0.723,0.177,0.1,1,0.684,3,2,0.656,72.3,1,3,42,29,1,16849.7,66.3,0.81,1,3,2,2
0.317,0.529,0.154,0,0.496,2,3,0.411,31.7,2,1,0,86,0,34531.44,30.9,0.232,3,5,4,0
0.551,0.291,0.158,0,0.726,3,2,0.714,55.1,2,1,17,49,0,11725.92,76.5,0.452,2,2,4,0
0.707,0.271,0.022,1,0.833,4,1,0.73,70.7,0,3,29,69,1,26444.13,47.1,0.676,1,2,0,2
0.758,0.128,0.114,1,0.635,3,2,0.568,75.8,1,4,33,77,1,20327.68,59.3,0.618,1,4,2,2
0.23,0.043,0.727,0,0.174,0,5,0.143,23.0,10,4,53,46,0,8105.86,83.8,0.194,3,8,10,0
0.879,0.108,0.012,1,1.0,5,0,0.869,87.9,0,7,77,46,1,40014.35,20.0,0.752,0,1,0,3
0.332,0.305,0.363,1,0.253,1,4,0.233,33.2,5,0,3,55,0,12872.66,74.3,0.134,3,7,5,0
0.774,0.218,0.008,1,0.773,3,2,0.652,77.4,0,5,65,58,1,22184.61,55.6,0.781,1,3,2,2
0.849,0.123,0.029,1,0.87,4,1,0.748,84.9,0,10,92,55,1,31211.79,37.6,0.758,0,2,0,3
0.925,0.038,0.037,1,1.0,5,0,0.969,92.5,0,3,36,31,1,29065.67,41.9,0.927,0,0,1,3
0.707,0.198,0.095,1,0.807,4,1,0.734,70.7,1,9,80,32,1,10671.69,78.7,0.621,1,2,2,3
0.719,0.189,0.092,1,0.639,3,2,0.634,71.9,1,10,100,32,1,22774.27,54.5,0.647,1,3,1,3
0.143,0.39,0.467,0,0.0,0,5,0.0,14.3,7,2,32,18,1,15512.99,69.0,0.2,4,10,9,0
0.675,0.071,0.255,1,0.546,2,3,0.449,67.5,3,4,48,77,0,23887.43,52.2,0.65,1,5,5,1
0.817,0.165,0.018,1,0.889,4,1,0.76,81.7,0,12,100,29,1,42615.8,14.8,0.653,0,2,2,3
0.507,0.168,0.324,1,0.589,2,3,0.581,50.7,4,2,32,20,1,16627.03,66.7,0.516,2,4,4,2
0.213,0.076,0.711,0,0.33,1,4,0.317,21.3,10,3,26,10,1,7618.85,84.8,0.225,3,6,10,0
0.917,0.077,0.006,1,0.765,3,2,0.722,91.7,0,10,100,57,1,32052.42,35.9,0.724,0,2,1,3
0.684,0.296,0.02,1,0.809,4,1,0.689,68.4,0,12,100,20,1,31400.03,37.2,0.709,1,3,0,3
0.028,0.225,0.747,0,0.0,0,5,0.0,2.8,11,4,41,50,0,17783.19,64.4,0.0,4,10,12,0
0.746,0.242,0.013,1,0.753,3,2,0.695,74.6,0,9,100,39,1,20728.74,58.5,0.568,1,3,1,3
0.848,0.142,0.01,1,0.85,4,1,0.811,84.8,0,12,100,81,1,42717.75,14.6,0.769,0,1,1,3
0.588,0.148,0.264,1,0.488,2,3,0.4,58.8,3,1,19,41,0,31519.97,37.0,0.491,2,5,3,1
0.547,0.088,0.365,0,0.509,2,3,0.508,54.7,5,1,25,42,0,22915.69,54.2,0.432,2,4,6,0
0.937,0.048,0.015,1,0.818,4,1,0.697,93.7,0,14,100,40,1,16967.85,66.1,0.883,0,3,0,3
0.764,0.199,0.037,1,0.905,4,1,0.825,76.4,0,14,100,81,1,28585.88,42.8,0.724,1,1,1,3
0.603,0.338,0.059,1,0.542,2,3,0.437,60.3,0,14,100,38,1,14014.84,72.0,0.564,1,5,1,2
0.681,0.271,0.047,1,0.672,3,2,0.628,68.1,0,6,70,76,1,21853.95,56.3,0.549,1,3,2,2
0.13,0.335,0.534,0,0.324,1,4,0.273,13.0,8,2,25,67,0,19787.05,60.4,0.182,4,7,10,0
0.304,0.482,0.215,0,0.118,0,5,0.107,30.4,3,3,41,34,0,30739.15,38.5,0.144,3,8,3,0
